X,Y,U,V,Stream,Density,Cp,Solid,P,T
0.015,0.015,3.53144,0.515021,0.0375821,1.225,-0.415148,0,99997.8,297.998
0.015,0.025,3.22613,0.358581,0.0706288,1.225,-0.170723,0,99999.1,297.999
0.015,0.035,3.11602,0.257954,0.102105,1.225,-0.0862326,0,99999.5,298
0.015,0.045,3.06976,0.190413,0.132949,1.225,-0.0510743,0,99999.7,298
0.015,0.055,3.04732,0.142268,0.1635,1.225,-0.0340468,0,99999.8,298
0.015,0.065,3.03503,0.105909,0.193896,1.225,-0.0247352,0,99999.9,298
0.015,0.075,3.0276,0.0770762,0.2242,1.225,-0.0191422,0,99999.9,298
0.015,0.085,3.02274,0.0532978,0.254448,1.225,-0.0155336,0,99999.9,298
0.015,0.095,3.01937,0.0330784,0.284655,1.225,-0.0130733,0,99999.9,298
0.015,0.105,3.01689,0.015476,0.314835,1.225,-0.0113209,0,99999.9,298
0.015,0.115,3.015,-0.000125145,0.344993,1.225,-0.0100269,0,99999.9,298
0.015,0.125,3.0135,-0.0141396,0.375135,1.225,-0.0090414,0,100000,298
0.015,0.135,3.01226,-0.0268536,0.405263,1.225,-0.00826935,0,100000,298
0.015,0.145,3.0112,-0.0384685,0.43538,1.225,-0.00764807,0,100000,298
0.015,0.155,3.01028,-0.0491279,0.465487,1.225,-0.00713455,0,100000,298
0.015,0.165,3.00945,-0.0589351,0.495586,1.225,-0.00669827,0,100000,298
0.015,0.175,3.00869,-0.0679646,0.525676,1.225,-0.00631697,0,100000,298
0.015,0.185,3.00798,-0.07627,0.55576,1.225,-0.00597392,0,100000,298
0.015,0.195,3.0073,-0.0838895,0.585836,1.225,-0.00565629,0,100000,298
0.015,0.205,3.00665,-0.0908495,0.615906,1.225,-0.00535405,0,100000,298
0.015,0.215,3.00601,-0.097168,0.645969,1.225,-0.00505921,0,100000,298
0.015,0.225,3.00538,-0.102856,0.676026,1.225,-0.00476538,0,100000,298
0.015,0.235,3.00476,-0.107921,0.706076,1.225,-0.00446742,0,100000,298
0.015,0.245,3.00413,-0.112365,0.736121,1.225,-0.00416123,0,100000,298
0.015,0.255,3.00351,-0.116189,0.766159,1.225,-0.00384357,0,100000,298
0.015,0.265,3.00289,-0.119391,0.796191,1.225,-0.00351202,0,100000,298
0.015,0.275,3.00227,-0.121971,0.826217,1.225,-0.00316487,0,100000,298
0.015,0.285,3.00164,-0.123926,0.856237,1.225,-0.0028011,0,100000,298
0.015,0.295,3.00102,-0.125254,0.88625,1.225,-0.00242035,0,100000,298
0.015,0.305,3.00039,-0.125956,0.916257,1.225,-0.00202289,0,100000,298
0.015,0.315,2.99977,-0.126032,0.946258,1.225,-0.00160962,0,100000,298
0.015,0.325,2.99915,-0.125485,0.976252,1.225,-0.00118206,0,100000,298
0.015,0.335,2.99854,-0.124321,1.00624,1.225,-0.000742318,0,100000,298
0.015,0.345,2.99794,-0.122549,1.03622,1.225,-0.00029305,0,100000,298
