X,Y,U,V,Stream,Density,Cp,Solid
0.045,0.045,0,0,0.484364,0,0,0
0.045,0.075,0,0,0.784357,0,0,0
0.045,0.105,0,0,1.08433,0,0,0
0.045,0.135,0,0,1.38429,0,0,0
0.045,0.165,0,0,1.68424,0,0,0
0.045,0.195,0,0,1.98416,0,0,0
0.045,0.225,0,0,2.28407,0,0,0
0.045,0.255,0,0,2.58395,0,0,0
0.045,0.285,0,0,2.88381,0,0,0
0.045,0.315,0,0,3.18365,0,0,0
0.045,0.345,0,0,3.48347,0,0,0
0.045,0.375,0,0,3.78326,0,0,0
0.045,0.405,0,0,4.08302,0,0,0
0.045,0.435,0,0,4.38276,0,0,0
0.045,0.465,0,0,4.68246,0,0,0
0.045,0.495,0,0,4.98214,0,0,0
0.045,0.525,0,0,5.28178,0,0,0
0.045,0.555,0,0,5.58139,0,0,0
0.045,0.585,0,0,5.88097,0,0,0
0.045,0.615,0,0,6.18051,0,0,0
0.045,0.645,0,0,6.48002,0,0,0
0.045,0.675,0,0,6.77949,0,0,0
0.045,0.705,0,0,7.07892,0,0,0
0.045,0.735,0,0,7.37831,0,0,0
0.045,0.765,0,0,7.67766,0,0,0
0.045,0.795,0,0,7.97697,0,0,0
0.045,0.825,0,0,8.27624,0,0,0
0.045,0.855,0,0,8.57546,0,0,0
0.045,0.885,0,0,8.87465,0,0,0
0.045,0.915,0,0,9.17379,0,0,0
0.045,0.945,0,0,9.47289,0,0,0
0.045,0.975,0,0,9.77194,0,0,0
0.045,1.005,0,0,10.071,0,0,0
0.045,1.035,0,0,10.3699,0,0,0
0.045,1.065,0,0,10.6689,0,0,0
0.045,1.095,0,0,10.9678,0,0,0
0.045,1.125,0,0,11.2666,0,0,0
0.045,1.155,0,0,11.5654,0,0,0
0.045,1.185,0,0,11.8642,0,0,0
0.045,1.215,0,0,12.163,0,0,0
0.045,1.245,0,0,12.4617,0,0,0
0.045,1.275,0,0,12.7604,0,0,0
0.045,1.305,0,0,13.059,0,0,0
0.045,1.335,0,0,13.3577,0,0,0
0.045,1.365,0,0,13.6563,0,0,0
0.045,1.395,0,0,13.9549,0,0,0
0.045,1.425,0,0,14.2535,0,0,0
0.045,1.455,0,0,14.5521,0,0,0
0.045,1.485,0,0,14.8507,0,0,0
0.045,1.515,0,0,15.1493,0,0,0
