X,Y,U,V,Stream,Density,Cp,Solid
0.06,0.06,11.749,1.73922,0.500196,1.225,-0.410648,0
0.06,0.1,10.7314,1.24018,0.939923,1.225,-0.167014,0
0.06,0.14,10.3645,0.927077,1.35871,1.225,-0.0828224,0
0.06,0.18,10.2105,0.724102,1.76908,1.225,-0.0477839,0
0.06,0.22,10.1359,0.585568,2.17555,1.225,-0.0308032,0
0.06,0.26,10.0953,0.486058,2.57996,1.225,-0.0215046,0
0.06,0.3,10.0708,0.411315,2.98317,1.225,-0.0159072,0
0.06,0.34,10.055,0.353049,3.38562,1.225,-0.0122846,0
0.06,0.38,10.0442,0.306222,3.78757,1.225,-0.00980501,0
0.06,0.42,10.0365,0.26764,4.18916,1.225,-0.00803079,0
0.06,0.46,10.0308,0.235198,4.59049,1.225,-0.00671475,0
0.06,0.5,10.0264,0.20746,4.99162,1.225,-0.00570874,0
0.06,0.54,10.0229,0.18342,5.3926,1.225,-0.00491963,0
0.06,0.58,10.0201,0.162352,5.79346,1.225,-0.00428647,0
0.06,0.62,10.0178,0.143724,6.19421,1.225,-0.00376801,0
0.06,0.66,10.0159,0.127138,6.59488,1.225,-0.00333557,0
0.06,0.7,10.0142,0.11229,6.99548,1.225,-0.00296869,0
0.06,0.74,10.0128,0.0989483,7.39602,1.225,-0.00265252,0
0.06,0.78,10.0115,0.0869297,7.7965,1.225,-0.00237613,0
0.06,0.82,10.0104,0.0760903,8.19693,1.225,-0.00213134,0
0.06,0.86,10.0093,0.0663145,8.59733,1.225,-0.00191204,0
0.06,0.9,10.0084,0.0575077,8.99768,1.225,-0.00171365,0
0.06,0.94,10.0075,0.049591,9.398,1.225,-0.00153276,0
0.06,0.98,10.0067,0.0424969,9.79828,1.225,-0.00136688,0
0.06,1.02,10.006,0.0361657,10.1985,1.225,-0.00121424,0
0.06,1.06,10.0053,0.030543,10.5988,1.225,-0.00107366,0
0.06,1.1,10.0047,0.0255771,10.999,1.225,-0.000944425,0
0.06,1.14,10.0041,0.0212176,11.3991,1.225,-0.0008262,0
0.06,1.18,10.0036,0.0174137,11.7993,1.225,-0.00071894,0
0.06,1.22,10.0031,0.0141133,12.1994,1.225,-0.000622823,0
0.06,1.26,10.0027,0.0112621,12.5995,1.225,-0.000538184,0
0.06,1.3,10.0023,0.00880323,12.9996,1.225,-0.000465455,0
0.06,1.34,10.002,0.00667694,13.3997,1.225,-0.000405109,0
0.06,1.38,10.0018,0.00482063,13.7998,1.225,-0.000357608,0
0.06,1.42,10.0016,0.00316935,14.1999,1.225,-0.000323362,0
0.06,1.46,10.0015,0.00165584,14.5999,1.225,-0.00030269,0
0.06,1.5,10.0015,0.000211594,15,1.225,-0.000295795,0
0.06,1.54,10.0015,-0.00123287,15.4001,1.225,-0.000302747,0
0.06,1.58,10.0016,-0.00274684,15.8001,1.225,-0.000323477,0
0.06,1.62,10.0018,-0.00439904,16.2002,1.225,-0.000357783,0
0.06,1.66,10.002,-0.00625654,16.6003,1.225,-0.000405346,0
0.06,1.7,10.0023,-0.00838452,17.0003,1.225,-0.000465758,0
0.06,1.74,10.0027,-0.0108454,17.4004,1.225,-0.000538557,0
0.06,1.78,10.0031,-0.0136992,17.8006,1.225,-0.00062327,0
0.06,1.82,10.0036,-0.0170026,18.2007,1.225,-0.000719467,0
0.06,1.86,10.0041,-0.0208101,18.6008,1.225,-0.000826812,0
0.06,1.9,10.0047,-0.0251738,19.001,1.225,-0.000945127,0
0.06,1.94,10.0053,-0.0301445,19.4012,1.225,-0.00107445,0
0.06,1.98,10.006,-0.0357727,19.8014,1.225,-0.00121513,0
0.06,2.02,10.0067,-0.0421101,20.2017,1.225,-0.00136788,0
0.06,2.06,10.0075,-0.0492112,20.602,1.225,-0.00153387,0
0.06,2.1,10.0084,-0.0571357,21.0023,1.225,-0.00171487,0
0.06,2.14,10.0093,-0.0659512,21.4027,1.225,-0.00191338,0
0.06,2.18,10.0104,-0.0757365,21.8031,1.225,-0.00213279,0
0.06,2.22,10.0115,-0.0865862,22.2035,1.225,-0.0023777,0
0.06,2.26,10.0128,-0.0986162,22.604,1.225,-0.00265422,0
0.06,2.3,10.0142,-0.11197,23.0045,1.225,-0.00297051,0
0.06,2.34,10.0159,-0.126831,23.4051,1.225,-0.0033375,0
0.06,2.38,10.0178,-0.143431,23.8058,1.225,-0.00377007,0
