X,Y,U,V,Stream,Density,Cp,Solid,P,T
0.15,0.15,1.17021,0.178583,0.124581,1.225,-0.401285,0,99999.8,298
0.15,0.25,1.0684,0.133372,0.234042,1.225,-0.159268,0,99999.9,298
0.15,0.35,1.03163,0.106819,0.338262,1.225,-0.0756668,0,100000,298
0.15,0.45,1.01611,0.0913751,0.440368,1.225,-0.0408385,0,100000,298
0.15,0.55,1.00852,0.0825039,0.541484,1.225,-0.0239106,0,100000,298
0.15,0.65,1.00427,0.0776966,0.642071,1.225,-0.0145935,0,100000,298
0.15,0.75,1.00162,0.0755599,0.742338,1.225,-0.00894643,0,100000,298
0.15,0.85,0.999799,0.0752962,0.842394,1.225,-0.00526826,0,100000,298
0.15,0.95,0.998452,0.0764318,0.942298,1.225,-0.00274841,0,100000,298
0.15,1.05,0.997387,0.0786746,1.04208,1.225,-0.000971494,0,100000,298
0.15,1.15,0.996503,0.081837,1.14178,1.225,0.000284498,0,100000,298
0.15,1.25,0.995742,0.0857918,1.24139,1.225,0.00113824,0,100000,298
0.15,1.35,0.995073,0.0904464,1.34092,1.225,0.00164876,0,100000,298
0.15,1.45,0.994484,0.0957247,1.4404,1.225,0.00183842,0,100000,298
0.15,1.55,0.993972,0.101556,1.53982,1.225,0.00170649,0,100000,298
0.15,1.65,0.993543,0.107864,1.63919,1.225,0.00123808,0,100000,298
0.15,1.75,0.993209,0.114565,1.73853,1.225,0.000411303,0,100000,298
0.15,1.85,0.992985,0.121557,1.83784,1.225,-0.000796364,0,100000,298
0.15,1.95,0.992891,0.128723,1.93713,1.225,-0.0024019,0,100000,298
0.15,2.05,0.992943,0.135922,2.03641,1.225,-0.00441081,0,100000,298
0.15,2.15,0.993158,0.142999,2.13572,1.225,-0.00681174,0,100000,298
0.15,2.25,0.993548,0.149781,2.23505,1.225,-0.00957235,0,100000,298
0.15,2.35,0.99412,0.156085,2.33442,1.225,-0.012637,0,100000,298
0.15,2.45,0.994873,0.161723,2.43387,1.225,-0.015927,0,100000,298
0.15,2.55,0.9958,0.166512,2.5334,1.225,-0.0193437,0,100000,298
0.15,2.65,0.996884,0.170281,2.63303,1.225,-0.022774,0,100000,298
0.15,2.75,0.998104,0.172878,2.73278,1.225,-0.0260988,0,100000,298
0.15,2.85,0.999431,0.17418,2.83265,1.225,-0.0292016,0,100000,298
0.15,2.95,1.00083,0.174092,2.93266,1.225,-0.0319784,0,100000,298
0.15,3.05,1.00228,0.172555,3.03282,1.225,-0.0343457,0,100000,298
0.15,3.15,1.00374,0.16954,3.13312,1.225,-0.0362466,0,100000,298
0.15,3.25,1.00519,0.165053,3.23357,1.225,-0.0376548,0,100000,298
0.15,3.35,1.00661,0.15912,3.33416,1.225,-0.0385755,0,100000,298
0.15,3.45,1.00797,0.151791,3.43489,1.225,-0.0390449,0,100000,298
0.15,3.55,1.00928,0.143123,3.53575,1.225,-0.0391277,0,100000,298
0.15,3.65,1.01053,0.13318,3.63674,1.225,-0.0389147,0,100000,298
0.15,3.75,1.01175,0.122016,3.73786,1.225,-0.0385218,0,100000,298
0.15,3.85,1.01295,0.10967,3.83909,1.225,-0.0380918,0,100000,298
0.15,3.95,1.01418,0.0961493,3.94045,1.225,-0.0378025,0,100000,298
0.15,4.05,1.01551,0.0814135,4.04193,1.225,-0.0378861,0,100000,298
0.15,4.15,1.01705,0.0653478,4.14355,1.225,-0.0386711,0,100000,298
0.15,4.25,1.01902,0.0477199,4.24534,1.225,-0.040674,0,100000,298
0.15,4.35,1.02177,0.0281038,4.34735,1.225,-0.0448064,0,100000,298
0.15,4.45,1.02609,0.00573883,4.44969,1.225,-0.0528864,0,100000,298
0.15,4.55,1.03373,-0.0207408,4.55257,1.225,-0.0690281,0,100000,298
